id,original_text,gold,system,output,semantic_group,reading_style,ambiguity_cluster,automatic_mismatch_type,manual_review_needed,note
identifier_006,Số tài khoản là 0011002345678.,Số tài khoản là không không một một không không hai ba bốn năm sáu bảy tám.,vietnormalizer,số tài khoản là không không một một không không hai ba bốn năm sáu78.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_006,Số tài khoản là 0011002345678.,Số tài khoản là không không một một không không hai ba bốn năm sáu bảy tám.,soe_vinorm,Số tài khoản là không không một một không không hai ba bốn năm sáu bảy tám .,,,cluster_unknown,formatting_only,False,
identifier_007,Thẻ của bạn có bốn số cuối là 4821.,Thẻ của bạn có bốn số cuối là bốn tám hai một.,current_rule,Thẻ của bạn có bốn số cuối là bốn nghìn tám trăm hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_007,Thẻ của bạn có bốn số cuối là 4821.,Thẻ của bạn có bốn số cuối là bốn tám hai một.,num2words_vi,Thẻ của bạn có bốn số cuối là bốn nghìn tám trăm hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_007,Thẻ của bạn có bốn số cuối là 4821.,Thẻ của bạn có bốn số cuối là bốn tám hai một.,vietnormalizer,thẻ của bạn có bốn số cuối là bốn nghìn tám trăm hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_007,Thẻ của bạn có bốn số cuối là 4821.,Thẻ của bạn có bốn số cuối là bốn tám hai một.,soe_vinorm,Thẻ của bạn có bốn số cuối là bốn nghìn tám trăm hai mươi mốt .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_008,Đơn hàng mang mã 105.,Đơn hàng mang mã một không năm.,current_rule,Đơn hàng mang mã một không năm.,,,cluster_unknown,exact,False,
identifier_008,Đơn hàng mang mã 105.,Đơn hàng mang mã một không năm.,num2words_vi,Đơn hàng mang mã một trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_008,Đơn hàng mang mã 105.,Đơn hàng mang mã một không năm.,vietnormalizer,đơn hàng mang mã một trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_008,Đơn hàng mang mã 105.,Đơn hàng mang mã một không năm.,soe_vinorm,Đơn hàng mang mã một trăm linh năm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_009,Mã vận đơn là 0123456789.,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,current_rule,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,,,cluster_unknown,exact,False,
identifier_009,Mã vận đơn là 0123456789.,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,num2words_vi,Mã vận đơn là một trăm hai mươi ba triệu bốn trăm năm mươi sáu nghìn bảy trăm tám mươi chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_009,Mã vận đơn là 0123456789.,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,vietnormalizer,mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_009,Mã vận đơn là 0123456789.,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín.,soe_vinorm,Mã vận đơn là không một hai ba bốn năm sáu bảy tám chín .,,,cluster_unknown,formatting_only,False,
identifier_010,Mã số thuế của công ty là 0101234567.,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,current_rule,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,,,cluster_unknown,exact,False,
identifier_010,Mã số thuế của công ty là 0101234567.,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,num2words_vi,Mã số thuế của công ty là một trăm lẻ một triệu hai trăm ba mươi bốn nghìn năm trăm sáu mươi bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_010,Mã số thuế của công ty là 0101234567.,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,vietnormalizer,mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_010,Mã số thuế của công ty là 0101234567.,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy.,soe_vinorm,Mã số thuế của công ty là không một không một hai ba bốn năm sáu bảy .,,,cluster_unknown,formatting_only,False,
identifier_011,Số căn cước là 001205012345.,Số căn cước là không không một hai không năm không một hai ba bốn năm.,current_rule,Số căn cước là không không một hai không năm không một hai ba bốn năm.,,,cluster_unknown,exact,False,
identifier_011,Số căn cước là 001205012345.,Số căn cước là không không một hai không năm không một hai ba bốn năm.,num2words_vi,Số căn cước là một tỷ hai trăm lẻ năm triệu mười hai nghìn ba trăm bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_011,Số căn cước là 001205012345.,Số căn cước là không không một hai không năm không một hai ba bốn năm.,vietnormalizer,số căn cước là không không một hai không năm không một hai ba bốn5.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_011,Số căn cước là 001205012345.,Số căn cước là không không một hai không năm không một hai ba bốn năm.,soe_vinorm,Số căn cước là không không một hai không năm không một hai ba bốn năm .,,,cluster_unknown,formatting_only,False,
identifier_012,Số hộ chiếu là B1234567.,Số hộ chiếu là bê một hai ba bốn năm sáu bảy.,current_rule,Số hộ chiếu là B1234567.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_012,Số hộ chiếu là B1234567.,Số hộ chiếu là bê một hai ba bốn năm sáu bảy.,num2words_vi,Số hộ chiếu là Bmột triệu hai trăm ba mươi bốn nghìn năm trăm sáu mươi bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_012,Số hộ chiếu là B1234567.,Số hộ chiếu là bê một hai ba bốn năm sáu bảy.,vietnormalizer,số hộ chiếu là bê một triệu hai trăm ba mươi tư nghìn năm trăm sáu mươi bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_012,Số hộ chiếu là B1234567.,Số hộ chiếu là bê một hai ba bốn năm sáu bảy.,soe_vinorm,Số hộ chiếu là Bê một hai ba bốn năm sáu bảy .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_013,Hóa đơn số 000123 đã được thanh toán.,Hóa đơn số không không không một hai ba đã được thanh toán.,current_rule,Hóa đơn số một trăm hai mươi ba đồngã được thanh toán.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_013,Hóa đơn số 000123 đã được thanh toán.,Hóa đơn số không không không một hai ba đã được thanh toán.,num2words_vi,Hóa đơn số một trăm hai mươi ba đã được thanh toán.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_013,Hóa đơn số 000123 đã được thanh toán.,Hóa đơn số không không không một hai ba đã được thanh toán.,vietnormalizer,hóa đơn số một trăm hai mươi ba đã được thanh toán.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_013,Hóa đơn số 000123 đã được thanh toán.,Hóa đơn số không không không một hai ba đã được thanh toán.,soe_vinorm,Hóa đơn số không không không một hai ba đã được thanh toán .,,,cluster_unknown,formatting_only,False,
identifier_014,Chuyến bay VN218 đã hạ cánh.,Chuyến bay vê en hai một tám đã hạ cánh.,current_rule,Chuyến bay VNhai trăm mười tám đồngã hạ cánh.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_014,Chuyến bay VN218 đã hạ cánh.,Chuyến bay vê en hai một tám đã hạ cánh.,num2words_vi,Chuyến bay VNhai trăm mười tám đã hạ cánh.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_014,Chuyến bay VN218 đã hạ cánh.,Chuyến bay vê en hai một tám đã hạ cánh.,vietnormalizer,chuyến bay vê en hai trăm mười tám đã hạ cánh.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_014,Chuyến bay VN218 đã hạ cánh.,Chuyến bay vê en hai một tám đã hạ cánh.,soe_vinorm,Chuyến bay Vê Nờ hai trăm mười tám đã hạ cánh .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_015,Tàu SE3 sắp vào ga.,Tàu ét e ba sắp vào ga.,current_rule,Tàu SE3 sắp vào ga.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_015,Tàu SE3 sắp vào ga.,Tàu ét e ba sắp vào ga.,num2words_vi,Tàu SEba sắp vào ga.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_015,Tàu SE3 sắp vào ga.,Tàu ét e ba sắp vào ga.,vietnormalizer,tàu ét ê ba sắp vào ga.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_015,Tàu SE3 sắp vào ga.,Tàu ét e ba sắp vào ga.,soe_vinorm,Tàu Ét E ba sắp vào ga .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_016,Tôi học lớp 12A1.,Tôi học lớp mười hai a một.,current_rule,Tôi học lớp 12A1.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_016,Tôi học lớp 12A1.,Tôi học lớp mười hai a một.,num2words_vi,Tôi học lớp mười haiAmột.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_016,Tôi học lớp 12A1.,Tôi học lớp mười hai a một.,vietnormalizer,tôi học lớp 12a1.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_016,Tôi học lớp 12A1.,Tôi học lớp mười hai a một.,soe_vinorm,Tôi học lớp mười hai A một .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_017,Biểu mẫu ghi mã bưu chính 100000.,Biểu mẫu ghi mã bưu chính một không không không không không.,current_rule,Biểu mẫu ghi mã bưu chính một không không không không không.,,,cluster_unknown,exact,False,
identifier_017,Biểu mẫu ghi mã bưu chính 100000.,Biểu mẫu ghi mã bưu chính một không không không không không.,num2words_vi,Biểu mẫu ghi mã bưu chính một trăm nghìn.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_017,Biểu mẫu ghi mã bưu chính 100000.,Biểu mẫu ghi mã bưu chính một không không không không không.,vietnormalizer,biểu mẫu ghi mã bưu chính một trăm nghìn.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_017,Biểu mẫu ghi mã bưu chính 100000.,Biểu mẫu ghi mã bưu chính một không không không không không.,soe_vinorm,Biểu mẫu ghi mã bưu chính một trăm nghìn .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_018,Số thứ tự của bạn là A05.,Số thứ tự của bạn là a không năm.,current_rule,Số thứ tự của bạn là A05.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_018,Số thứ tự của bạn là A05.,Số thứ tự của bạn là a không năm.,num2words_vi,Số thứ tự của bạn là Anăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_018,Số thứ tự của bạn là A05.,Số thứ tự của bạn là a không năm.,vietnormalizer,số thứ tự của bạn là a năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_018,Số thứ tự của bạn là A05.,Số thứ tự của bạn là a không năm.,soe_vinorm,Số thứ tự của bạn là A không năm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_019,Hồ sơ bệnh án có mã 00045.,Hồ sơ bệnh án có mã không không không bốn năm.,current_rule,Hồ sơ bệnh án có mã không không không bốn năm.,,,cluster_unknown,exact,False,
identifier_019,Hồ sơ bệnh án có mã 00045.,Hồ sơ bệnh án có mã không không không bốn năm.,num2words_vi,Hồ sơ bệnh án có mã bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_019,Hồ sơ bệnh án có mã 00045.,Hồ sơ bệnh án có mã không không không bốn năm.,vietnormalizer,hồ sơ bệnh án có mã bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_019,Hồ sơ bệnh án có mã 00045.,Hồ sơ bệnh án có mã không không không bốn năm.,soe_vinorm,Hồ sơ bệnh án có mã không không không bốn năm .,,,cluster_unknown,formatting_only,False,
identifier_020,Lô sản xuất mang số 240701.,Lô sản xuất mang số hai bốn không bảy không một.,current_rule,Lô sản xuất mang số hai trăm bốn mươi nghìn bảy trăm linh một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_020,Lô sản xuất mang số 240701.,Lô sản xuất mang số hai bốn không bảy không một.,num2words_vi,Lô sản xuất mang số hai trăm bốn mươi nghìn bảy trăm lẻ một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_020,Lô sản xuất mang số 240701.,Lô sản xuất mang số hai bốn không bảy không một.,vietnormalizer,lô sản xuất mang số hai trăm bốn mươi nghìn bảy trăm lẻ một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
identifier_020,Lô sản xuất mang số 240701.,Lô sản xuất mang số hai bốn không bảy không một.,soe_vinorm,Lô sản xuất mang số hai trăm bốn mươi nghìn bảy trăm linh một .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_001,Tôi đang ở phòng 105.,Tôi đang ở phòng một không năm.,current_rule,Tôi đang ở phòng một không năm.,,,cluster_unknown,exact,False,
location_route_001,Tôi đang ở phòng 105.,Tôi đang ở phòng một không năm.,num2words_vi,Tôi đang ở phòng một trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_001,Tôi đang ở phòng 105.,Tôi đang ở phòng một không năm.,vietnormalizer,tôi đang ở phòng một trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_001,Tôi đang ở phòng 105.,Tôi đang ở phòng một không năm.,soe_vinorm,Tôi đang ở phòng một trăm linh năm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_002,Phòng 007 nằm cuối hành lang.,Phòng không không bảy nằm cuối hành lang.,current_rule,Phòng không không bảy nằm cuối hành lang.,,,cluster_unknown,exact,False,
location_route_002,Phòng 007 nằm cuối hành lang.,Phòng không không bảy nằm cuối hành lang.,num2words_vi,Phòng bảy nằm cuối hành lang.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_002,Phòng 007 nằm cuối hành lang.,Phòng không không bảy nằm cuối hành lang.,vietnormalizer,phòng bảy nằm cuối hành lang.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_002,Phòng 007 nằm cuối hành lang.,Phòng không không bảy nằm cuối hành lang.,soe_vinorm,Phòng không không bảy nằm cuối hành lang .,,,cluster_unknown,formatting_only,False,
location_route_003,Cuộc họp được chuyển sang phòng 12.,Cuộc họp được chuyển sang phòng mười hai.,current_rule,Cuộc họp được chuyển sang phòng một hai.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_003,Cuộc họp được chuyển sang phòng 12.,Cuộc họp được chuyển sang phòng mười hai.,num2words_vi,Cuộc họp được chuyển sang phòng mười hai.,,,cluster_unknown,exact,False,
location_route_003,Cuộc họp được chuyển sang phòng 12.,Cuộc họp được chuyển sang phòng mười hai.,vietnormalizer,cuộc họp được chuyển sang phòng mười hai.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_003,Cuộc họp được chuyển sang phòng 12.,Cuộc họp được chuyển sang phòng mười hai.,soe_vinorm,Cuộc họp được chuyển sang phòng mười hai .,,,cluster_unknown,formatting_only,False,
location_route_004,Văn phòng ở phòng B203.,Văn phòng ở phòng bê hai không ba.,current_rule,Văn phòng ở phòng B203.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_004,Văn phòng ở phòng B203.,Văn phòng ở phòng bê hai không ba.,num2words_vi,Văn phòng ở phòng Bhai trăm lẻ ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_004,Văn phòng ở phòng B203.,Văn phòng ở phòng bê hai không ba.,vietnormalizer,văn phòng ở phòng bê hai trăm lẻ ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_004,Văn phòng ở phòng B203.,Văn phòng ở phòng bê hai không ba.,soe_vinorm,Văn phòng ở phòng Bê hai trăm linh ba .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_005,Tôi sống ở căn hộ 1205.,Tôi sống ở căn hộ mười hai không năm.,current_rule,Tôi sống ở căn hộ một nghìn hai trăm linh năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_005,Tôi sống ở căn hộ 1205.,Tôi sống ở căn hộ mười hai không năm.,num2words_vi,Tôi sống ở căn hộ một nghìn hai trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_005,Tôi sống ở căn hộ 1205.,Tôi sống ở căn hộ mười hai không năm.,vietnormalizer,tôi sống ở căn hộ một nghìn hai trăm lẻ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_005,Tôi sống ở căn hộ 1205.,Tôi sống ở căn hộ mười hai không năm.,soe_vinorm,Tôi sống ở căn hộ một nghìn hai trăm linh năm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_006,Căn P2-1508 đang được sửa chữa.,"Căn pê hai, mười lăm không tám đang được sửa chữa.",current_rule,Căn P2-1508 đang được sửa chữa.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_006,Căn P2-1508 đang được sửa chữa.,"Căn pê hai, mười lăm không tám đang được sửa chữa.",num2words_vi,Căn Phai-một nghìn năm trăm lẻ tám đang được sửa chữa.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_006,Căn P2-1508 đang được sửa chữa.,"Căn pê hai, mười lăm không tám đang được sửa chữa.",vietnormalizer,căn ptháng hai năm một nghìn năm trăm lẻ tám đang được sửa chữa.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_006,Căn P2-1508 đang được sửa chữa.,"Căn pê hai, mười lăm không tám đang được sửa chữa.",soe_vinorm,Căn Pê hai - một nghìn năm trăm linh tám đang được sửa chữa .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_007,Gia đình tôi ở số nhà 27.,Gia đình tôi ở số nhà hai mươi bảy.,current_rule,Gia đình tôi ở số nhà hai mươi bảy.,,,cluster_unknown,exact,False,
location_route_007,Gia đình tôi ở số nhà 27.,Gia đình tôi ở số nhà hai mươi bảy.,num2words_vi,Gia đình tôi ở số nhà hai mươi bảy.,,,cluster_unknown,exact,False,
location_route_007,Gia đình tôi ở số nhà 27.,Gia đình tôi ở số nhà hai mươi bảy.,vietnormalizer,gia đình tôi ở số nhà hai mươi bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_007,Gia đình tôi ở số nhà 27.,Gia đình tôi ở số nhà hai mươi bảy.,soe_vinorm,Gia đình tôi ở số nhà hai mươi bảy .,,,cluster_unknown,formatting_only,False,
location_route_008,Địa chỉ là 27/5 phố Huế.,Địa chỉ là hai mươi bảy trên năm phố Huế.,current_rule,Địa chỉ là hai mươi bảy phần năm phố Huế.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_008,Địa chỉ là 27/5 phố Huế.,Địa chỉ là hai mươi bảy trên năm phố Huế.,num2words_vi,Địa chỉ là hai mươi bảy/năm phố Huế.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_008,Địa chỉ là 27/5 phố Huế.,Địa chỉ là hai mươi bảy trên năm phố Huế.,vietnormalizer,địa chỉ là hai mươi bảy tháng năm phố huế.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_008,Địa chỉ là 27/5 phố Huế.,Địa chỉ là hai mươi bảy trên năm phố Huế.,soe_vinorm,Địa chỉ là hai mươi bảy trên năm phố Huế .,,,cluster_unknown,formatting_only,False,
location_route_009,Cửa hàng ở số 12A đường Láng.,Cửa hàng ở số mười hai a đường Láng.,current_rule,Cửa hàng ở số 12A đường Láng.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_009,Cửa hàng ở số 12A đường Láng.,Cửa hàng ở số mười hai a đường Láng.,num2words_vi,Cửa hàng ở số mười haiA đường Láng.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_009,Cửa hàng ở số 12A đường Láng.,Cửa hàng ở số mười hai a đường Láng.,vietnormalizer,cửa hàng ở số mười haia đường láng.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_009,Cửa hàng ở số 12A đường Láng.,Cửa hàng ở số mười hai a đường Láng.,soe_vinorm,Cửa hàng ở số mười hai A đường Láng .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_010,Rẽ vào ngõ 8 ở bên phải.,Rẽ vào ngõ tám ở bên phải.,current_rule,Rẽ vào ngõ tám ở bên phải.,,,cluster_unknown,exact,False,
location_route_010,Rẽ vào ngõ 8 ở bên phải.,Rẽ vào ngõ tám ở bên phải.,num2words_vi,Rẽ vào ngõ tám ở bên phải.,,,cluster_unknown,exact,False,
location_route_010,Rẽ vào ngõ 8 ở bên phải.,Rẽ vào ngõ tám ở bên phải.,vietnormalizer,rẽ vào ngõ tám ở bên phải.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_010,Rẽ vào ngõ 8 ở bên phải.,Rẽ vào ngõ tám ở bên phải.,soe_vinorm,Rẽ vào ngõ tám ở bên phải .,,,cluster_unknown,formatting_only,False,
location_route_011,Tôi đi xe buýt số 32.,Tôi đi xe buýt số ba mươi hai.,current_rule,Tôi đi xe buýt số ba mươi hai.,,,cluster_unknown,exact,False,
location_route_011,Tôi đi xe buýt số 32.,Tôi đi xe buýt số ba mươi hai.,num2words_vi,Tôi đi xe buýt số ba mươi hai.,,,cluster_unknown,exact,False,
location_route_011,Tôi đi xe buýt số 32.,Tôi đi xe buýt số ba mươi hai.,vietnormalizer,tôi đi xe buýt số ba mươi hai.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_011,Tôi đi xe buýt số 32.,Tôi đi xe buýt số ba mươi hai.,soe_vinorm,Tôi đi xe buýt số ba mươi hai .,,,cluster_unknown,formatting_only,False,
location_route_012,Xe buýt số 105 sắp tới.,Xe buýt số một trăm linh năm sắp tới.,current_rule,Xe buýt số một trăm linh năm sắp tới.,,,cluster_unknown,exact,False,
location_route_012,Xe buýt số 105 sắp tới.,Xe buýt số một trăm linh năm sắp tới.,num2words_vi,Xe buýt số một trăm lẻ năm sắp tới.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_012,Xe buýt số 105 sắp tới.,Xe buýt số một trăm linh năm sắp tới.,vietnormalizer,xe buýt số một trăm lẻ năm sắp tới.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_012,Xe buýt số 105 sắp tới.,Xe buýt số một trăm linh năm sắp tới.,soe_vinorm,Xe buýt số một trăm linh năm sắp tới .,,,cluster_unknown,formatting_only,False,
location_route_013,Tai nạn xảy ra trên quốc lộ 1A.,Tai nạn xảy ra trên quốc lộ một a.,current_rule,Tai nạn xảy ra trên quốc lộ 1A.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_013,Tai nạn xảy ra trên quốc lộ 1A.,Tai nạn xảy ra trên quốc lộ một a.,num2words_vi,Tai nạn xảy ra trên quốc lộ mộtA.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_013,Tai nạn xảy ra trên quốc lộ 1A.,Tai nạn xảy ra trên quốc lộ một a.,vietnormalizer,tai nạn xảy ra trên quốc lộ 1a.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_013,Tai nạn xảy ra trên quốc lộ 1A.,Tai nạn xảy ra trên quốc lộ một a.,soe_vinorm,Tai nạn xảy ra trên quốc lộ một A .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_014,Công trường nằm tại Km 15+200.,Công trường nằm tại ki lô mét mười lăm cộng hai trăm.,current_rule,Công trường nằm tại Km mười lăm+hai trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_014,Công trường nằm tại Km 15+200.,Công trường nằm tại ki lô mét mười lăm cộng hai trăm.,num2words_vi,Công trường nằm tại Km mười lăm+hai trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_014,Công trường nằm tại Km 15+200.,Công trường nằm tại ki lô mét mười lăm cộng hai trăm.,vietnormalizer,công trường nằm tại km mười lăm+hai trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_014,Công trường nằm tại Km 15+200.,Công trường nằm tại ki lô mét mười lăm cộng hai trăm.,soe_vinorm,Công trường nằm tại Km mười lăm cộng hai trăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_015,Biển số xe là 30A-123.45.,"Biển số xe là ba mươi a, một hai ba bốn năm.",current_rule,Biển số xe là 30A-123.45.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_015,Biển số xe là 30A-123.45.,"Biển số xe là ba mươi a, một hai ba bốn năm.",num2words_vi,Biển số xe là ba mươiA-một trăm hai mươi ba.bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_015,Biển số xe là 30A-123.45.,"Biển số xe là ba mươi a, một hai ba bốn năm.",vietnormalizer,biển số xe là 30a-một trăm hai mươi ba.bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_015,Biển số xe là 30A-123.45.,"Biển số xe là ba mươi a, một hai ba bốn năm.",soe_vinorm,Biển số xe là ba mươi A - một trăm hai mươi ba . bốn mươi lăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_016,Chiếc xe mang biển 51K-888.88.,"Chiếc xe mang biển năm mươi mốt ca, tám tám tám, tám tám.",current_rule,Chiếc xe mang biển 51K-888.88.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_016,Chiếc xe mang biển 51K-888.88.,"Chiếc xe mang biển năm mươi mốt ca, tám tám tám, tám tám.",num2words_vi,Chiếc xe mang biển năm mươi mốtK-tám trăm tám mươi tám.tám mươi tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_016,Chiếc xe mang biển 51K-888.88.,"Chiếc xe mang biển năm mươi mốt ca, tám tám tám, tám tám.",vietnormalizer,chiếc xe mang biển 51k-tám trăm tám mươi tám.tám mươi tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_016,Chiếc xe mang biển 51K-888.88.,"Chiếc xe mang biển năm mươi mốt ca, tám tám tám, tám tám.",soe_vinorm,Chiếc xe mang biển năm mươi mốt Ca - tám trăm tám mươi tám . tám mươi tám .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_017,Ghế 12A nằm cạnh cửa sổ.,Ghế mười hai a nằm cạnh cửa sổ.,current_rule,Ghế 12A nằm cạnh cửa sổ.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_017,Ghế 12A nằm cạnh cửa sổ.,Ghế mười hai a nằm cạnh cửa sổ.,num2words_vi,Ghế mười haiA nằm cạnh cửa sổ.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_017,Ghế 12A nằm cạnh cửa sổ.,Ghế mười hai a nằm cạnh cửa sổ.,vietnormalizer,ghế 12a nằm cạnh cửa sổ.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_017,Ghế 12A nằm cạnh cửa sổ.,Ghế mười hai a nằm cạnh cửa sổ.,soe_vinorm,Ghế mười hai A nằm cạnh cửa sổ .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_018,Hành khách ra cửa 03.,Hành khách ra cửa không ba.,current_rule,Hành khách ra cửa không ba.,,,cluster_unknown,exact,False,
location_route_018,Hành khách ra cửa 03.,Hành khách ra cửa không ba.,num2words_vi,Hành khách ra cửa ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_018,Hành khách ra cửa 03.,Hành khách ra cửa không ba.,vietnormalizer,hành khách ra cửa ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
location_route_018,Hành khách ra cửa 03.,Hành khách ra cửa không ba.,soe_vinorm,Hành khách ra cửa không ba .,,,cluster_unknown,formatting_only,False,
